0,"0,0000"
1,"0,0002"
2,"0,0134"
3,"0,0176"
4,"0,0048"
5,"0,0045"
6,"0,0023"
7,"0,0576"
8,"0,0167"
9,"-0,0030"
10,"0,0022"
11,"0,0199"
12,"0,0572"
13,"0,0189"
14,"0,0015"
15,"0,0378"
16,"0,0170"
17,"0,0144"
18,"0,0422"
19,"0,0135"
20,"0,0165"
21,"0,0056"
22,"-0,0053"
23,"0,0606"
24,"0,0126"
